LOCATION,FORMAL_NAME,LOC_CODE,PARK_TYPE,PARK_CLASS,GIS_ACRES,DESIGNATED,FIRST_AQ_DATE,MASTER_PLAN,MAINT_DIST,COUNCIL_DIST,POLICE_DIST,CROSS_STREETS,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,LATITUDE,LONGITUDE,MARKETING_CODE,FACILITIES,DIAGRAM,PHOTO,PARCEL_MATCH,BND_QC,GLOBALID
Village Place,Village Place Park,540,Park,Neighborhood,9.78017427,Yes,1979,None,NE,11,5,Anaheim Ct & Albrook Dr,"186,733",14029 E Albrook Dr,,Denver,CO,,39.77793424,-104.83270965,PK,"Benches, Drinking Fountain, Picnic Shelter, Flower Beds, Picnic Tables, Playground, Basketball Court, Soccer Field, Baseball / Softball Field, Bike/Pedestrian Path, Picnic Area",documents/parkart/ParkArt_Village Place Park.pdf,images/Parks/villageplacepark.jpg,Yes,2008-11-25 00:00:00,{00000000-0000-0000-0000-000000000000}
Weir Gulch South,Weir Gulch Park - South of Alameda,837,Park,Community,10.50971467,Partial,1960,2010,SW,3,4,Sheridan & Center to Alameda & Xavier,,4900 W Alameda Ave,,Denver,CO,,39.71040916,-105.04972,,"Bike/Pedestrian Path, Weir Gulch Trail, Open Space, Natural Areas",documents/parkart/ParkArt_Weir Gulch Park.pdf,images/Parks/no_imagerec.gif,No,2009-02-18 00:00:00,{00000000-0000-0000-0000-000000000000}
Aztlan,Aztlan Park,32,Park,Neighborhood,3.68848744,Yes,1974,None,NW,9,1,44th Av & Navajo St,"32,090",4435 N Navajo St,,Denver,CO,,39.77756472,-105.00474827,PK,"Recreation Center, Benches, Picnic Tables, Playground, Outdoor Pool, Basketball Court, Baseball / Softball Field, Soccer Field",documents/parkart/ParkArt_Aztlan Park.pdf,images/Parks/atzlanpark.jpg,Yes,2008-11-20 00:00:00,{00000000-0000-0000-0000-000000000000}
Chaffee,Chaffee (Jerome B) Park,3,Park,Neighborhood,5.04006587,Partial,1894,None,NW,9,1,43rd Av & Tejon St,"356,583",1901 W 43rd Ave,,Denver,CO,,39.77651999,-105.01059969,PK,"Benches, Drinking Fountain, Picnic Tables, Playground, Restroom, Basketball Court, Baseball / Softball Field",documents/parkart/ParkArt_Chaffee (Jerome B) Park.pdf,images/Parks/chaffeepark.jpg,No,2008-11-20 00:00:00,{00000000-0000-0000-0000-000000000000}
McDonough,McDonough Park,6,Park,Neighborhood,3.65646081,Yes,1906,None,NW,1,1,41st Av & Federal Blvd,"30,892",4100 N Green Ct,,Denver,CO,,39.77383578,-105.02587538,PK,"Picnic Tables, Bike/Pedestrian Path",documents/parkart/ParkArt_McDonough Park.pdf,images/Parks/mcdonoughpark.jpg,Yes,2008-11-20 00:00:00,{00000000-0000-0000-0000-000000000000}
Ashland Rec Center,Ashland Recreation Center,31,Grounds,Rec Center,1.44145866,Yes,1977,None,NW,9,1,Dunkeld & Fife,"47,879",2501 W Dunkeld Pl,,Denver,CO,,39.75987926,-105.01812831,,Unlisted,0,,No,2014-01-01 00:00:00,{00000000-0000-0000-0000-000000000000}
Chavez,Chavez (Cesar E.) Park,35,Park,Neighborhood,2.54395544,Yes,1977,None,NW,1,1,41st Av & Tennyson St,"28,389",4131 N Tennyson St,,Denver,CO,,39.77361374,-105.04459286,PK,"Picnic Tables, Benches, Playground, Basketball Court, Baseball / Softball Field, Picnic Area, Bocce Ball Court, Ping Pong Table ",documents/parkart/ParkArt_Chavez (Cesar E) Park.pdf,images/Parks/chavezpark.jpg,Yes,2008-11-07 00:00:00,{00000000-0000-0000-0000-000000000000}
Sloan's Lake,Sloan's Lake Park,19,Park,Regional,284.1519834,Yes,1906,2002,NW,1,1,17th Av & Sheridan Blvd,"51,687",1700 N Sheridan Blvd,,Denver,CO,,39.74825333,-105.04617082,PK,"Drinking Fountain, Picnic Tables, Picnic Shelter, Playground, Restroom, Basketball Court, Bike/Pedestrian Path, Football Field, Soccer Field, Baseball / Softball Field, Tennis Court, Lake, Boating, Flower Beds, Picnic Area",documents/parkart/ParkArt_Sloan's Lake Park.pdf,images/Parks/sloanslakepark.jpg,No,2009-05-19 00:00:00,{00000000-0000-0000-0000-000000000000}
Walker,Walker (Madame CJ ) Park,227,Park,Pocket,0.99171647,Yes,1974,None,NW,8,2,30th Av & High St,"357,380",1900 E 30th Ave,,Denver,CO,,39.75939743,-104.96438687,PK,"Picnic Tables, Playground, Benches",documents/parkart/ParkArt_Walker (Madame CJ ) Park.pdf,images/Parks/walkerpark.jpg,Yes,2009-02-04 00:00:00,{00000000-0000-0000-0000-000000000000}
Morrison,Morrison (George Sr.) Park,224,Park,Neighborhood,3.76841392,Yes,1974,None,NW,8,2,Franklin St & Martin Luther King Blvd,"356,680",1400 E Martin Luther King Blvd,,Denver,CO,,39.7617858,-104.96965629,PK,"Benches, Picnic Tables, Bike/Pedestrian Path",documents/parkart/ParkArt_Morrison (George Sr) Park.pdf,images/Parks/morrisonpark.jpg,Yes,2009-02-04 00:00:00,{00000000-0000-0000-0000-000000000000}
Pioneer Monument,Pioneer Monument Park,233,Park,Pocket,0.14585603,Yes,1906,None,NW,8,6,Broadway & Colfax Av,"366,225",1501 N Broadway,,Denver,CO,,39.74031101,-104.98771021,PK,"Monument / Memorial, Fountain, Benches",documents/parkart/ParkArt_Pioneer Monument Park.pdf,images/Parks/pioneerpark.jpg,Yes,2009-01-21 00:00:00,{00000000-0000-0000-0000-000000000000}
Hungarian Freedom,Hungarian Freedom Park,302,Park,Neighborhood,1.72323509,Yes,1912,None,SW,7,4,Emerson St & Speer Blvd,"356,580",901 E 1st Ave,,Denver,CO,,39.71867011,-104.97639756,PK,"Picnic Tables, Benches, Fountain",documents/parkart/ParkArt_Hungarian Freedom Park.pdf,images/Parks/hungarianfreedompark.jpg,Yes,2009-01-21 00:00:00,{00000000-0000-0000-0000-000000000000}
Eastmoor,Eastmoor Park,606,Park,Neighborhood,11.9918903,Yes,1972,None,E,4,3,Princeton Av & Oneida St,"356,943",6900 E Princeton Ave,,Denver,CO,,39.63981143,-104.90875465,PK,"Benches, Drinking Fountain, Picnic Tables, Picnic Shelter, Playground, Basketball Court, Bike/Pedestrian Path, Soccer Field, Natural Areas, Picnic Area",documents/parkart/ParkArt_Eastmoor Park.pdf,images/Parks/eastmoorpark.jpg,No,2009-01-09 00:00:00,{00000000-0000-0000-0000-000000000000}
Cuatro Vientos / Four Winds,Cuatro Vientos / Four Winds Park,825,Park,Neighborhood,1.17946523,Yes - 2014 May,2009,None,SW,3,4,Alameda Av & Newton St,"95,323",3800 W Alameda Ave,,Denver,CO,,39.71082136,-105.03788209,PK,"Playground, Picnic Shelter, Benches, Picnic Tables, Basketball Court, Interactive Fountain, Picnic Area",documents/parkart/ParkArt_Cuatro Vientos Park.pdf,images/Parks/no_imagerec.gif,Yes,2009-10-22 00:00:00,{00000000-0000-0000-0000-000000000000}
Garrison & Union,Unnamed Garrison & Union Park,158,Park,Neighborhood,4.6784622,Partial,1973,None,SW,2,4,Garrison St & Union Av,,4701 S Garrison St,,Denver,CO,,39.63223648,-105.10337862,PK,"Playground, Benches, Basketball Court, Picnic Tables, Bike/Pedestrian Path",documents/parkart/ParkArt_Unnamed Garrison & Union Park.pdf,images/Parks/no_imagerec.gif,Yes,2008-11-07 00:00:00,{00000000-0000-0000-0000-000000000000}
41st & Ensenada,Unnamed 41st & Ensenada Park,524,Park,Neighborhood,5.08565942,Yes - 2013 April,0,None,NE,11,5,41st Av & Ensensada St,"177,071",4100 N Ensenada St,,Denver,CO,,39.77272609,-104.75852503,PK,"Benches, Picnic Tables, Playground, Picnic Shelter, Bike/Pedestrian Path",documents/parkart/ParkArt_Unnamed 41st & Ensenada Park.pdf,images/Parks/41stensenadapark.jpg,Yes,2009-05-06 00:00:00,{00000000-0000-0000-0000-000000000000}
Pasquinel's Landing,Pasquinel's Landing,914,Park,Neighborhood,3.38510359,No,1976,None,SW,7,4,Evans Av & S Platte River Dr,"357,640",801 W Evans Ave,,Denver,CO,,39.67958681,-104.99775139,PK,"Drinking Fountain, Benches, Picnic Tables, Playground, Bike/Pedestrian Path, South Platte River Trail",documents/parkart/ParkArt_Pasquinel's Landing.pdf,images/Parks/pasquinelslandingpark.jpg,No,2009-05-28 00:00:00,{00000000-0000-0000-0000-000000000000}
Dailey,Dailey Park,713,Park,Neighborhood,2.6637866,Yes,1907,2010,SW,9,4,Archer Pl & Elati St,"356,900",1 S Cherokee St,,Denver,CO,,39.71613873,-104.99308687,PK,"Picnic Tables, Playground, Basketball Court, Benches, Bike/Pedestrian Path",documents/parkart/ParkArt_Dailey Park.pdf,images/Parks/dailypark.jpg,Yes,2009-01-21 00:00:00,{00000000-0000-0000-0000-000000000000}
Ford,Ford (Barney L) Park,538,Park,Neighborhood,4.36316588,Yes,1971,None,NE,11,5,Maxwell St & Sable St,"356,961",14480 E Maxwell Pl,,Denver,CO,,39.79179241,-104.81720457,PK,"Benches, Picnic Tables, Soccer Field",documents/parkart/ParkArt_Ford (Barney L) Park.pdf,images/Parks/wallacepark.jpg,Yes,2008-11-25 00:00:00,{00000000-0000-0000-0000-000000000000}
Hallack,Hallack Park,18,Park,Neighborhood,2.97512176,Yes,1916,None,NW,1,1,20th Av & Irving St,"356,986",1900 N Julian St,,Denver,CO,,39.74697827,-105.03073141,PK,"Picnic Tables, Playground, Soccer Field, Benches",documents/parkart/ParkArt_Hallack Park.pdf,images/Parks/halleckpark.jpg,Yes,2008-11-07 00:00:00,{00000000-0000-0000-0000-000000000000}
McNichols,McNichols (William H) Park,L11,Park,Neighborhood,3.26387193,Yes,1950,None,NE,5,2,17th Av & Syracuse St,"356,591",1700 N Rosemary St,,Denver,CO,,39.74471184,-104.89935554,PK,"Picnic Tables, Playground, Football Field, Baseball / Softball Field, Benches, Bike/Pedestrian Path, Picnic Area",documents/parkart/ParkArt_McNichols (William H) Park.pdf,images/Parks/mcnicholspark.jpg,Yes,2008-12-02 00:00:00,{00000000-0000-0000-0000-000000000000}
Burns,Burns (DC) Park,418,Park,Neighborhood,12.36468711,Yes,1940,None,E,5,3,Alameda Av & Colorado Blvd,"179,672",250 S Colorado Blvd,,Denver,CO,,39.71267771,-104.93934328,PK,"Picnic Tables, Public Art, Passive Open Space",documents/parkart/ParkArt_Burns (DC) Park.pdf,images/Parks/burnspark.jpg,Yes,2008-12-12 00:00:00,{00000000-0000-0000-0000-000000000000}
Community Plaza,Community Plaza Park,42,Park,Pocket,0.95158016,Partial,1920,None,NW,9,1,33rd Av & Osage St,"356,858",3250 N Osage St,,Denver,CO,,39.76279767,-105.0049526,PK,"Plaza, Benches",documents/parkart/ParkArt_Community Plaza Park.pdf,images/Parks/communityplazapark.jpg,No,2009-03-24 00:00:00,{00000000-0000-0000-0000-000000000000}
Douglass,Douglass (Fredrick) Park,226,Park,Pocket,0.50848969,Yes,1974,None,NW,8,2,30th Av & Franklin St,,3000 N Franklin St,,Denver,CO,,39.75936188,-104.96807887,PK,"Picnic Tables, Playground, Benches",documents/parkart/ParkArt_Douglass (Fredrick) Park.pdf,images/Parks/douglasspark.jpg,Yes,2009-02-04 00:00:00,{00000000-0000-0000-0000-000000000000}
Confluence,Confluence Park,903,Park,Community,2.8381015,No,1976,2013,NW,9,6,Cherry Creek & Platte River,"356,876",2250 15th St,,Denver,CO,,39.75387622,-105.00843136,PK,"Bike/Pedestrian Path, South Platte River Trail, Cherry Creek Trail, Kayak Course, Benches, Flower Beds, Shoemaker Plaza",documents/parkart/ParkArt_Confluence Park.pdf,images/Parks/confluencepark.jpg,No,2009-03-11 00:00:00,{00000000-0000-0000-0000-000000000000}
Overland Pond,Overland Pond Park,913,Open Space,Open Space,8.50127223,No,1976,None,SW,7,4,Florida Av & Platte River Dr,"157,273",955 W Florida Ave,,Denver,CO,,39.68985572,-104.99783392,PK,"Lake, Benches, Picnic Tables, Bike/Pedestrian Path: South Platte River Trail, Parking Lot, Natural Areas",documents/parkart/ParkArt_Overland Pond Park.pdf,images/Parks/overlandpondpark.jpg,No,2009-09-16 00:00:00,{00000000-0000-0000-0000-000000000000}
Harvard Gulch North,Harvard Gulch North Park,842,Park,Neighborhood,8.21900176,Yes,1980,None,SW,7,4,Clarkson St & Iliff Av,"356,560",2201 S Clarkson St,,Denver,CO,,39.67582735,-104.97930212,PK,"Soccer Field, Football Field, Bleachers, Running Track, Parking Lot",documents/parkart/ParkArt_Harvard Gulch North Park.pdf,images/Parks/christianpark.jpg,Yes,2008-12-23 00:00:00,{00000000-0000-0000-0000-000000000000}
51st & Zuni,Unnamed 51st & Zuni Park,9,Park,Neighborhood,12.79572702,Yes - 2013 January,2001,None,NW,9,1,51St Av & Zuni St,"24,545",5100 N Zuni St,,Denver,CO,,39.78969162,-105.01468425,PK,"Benches, Picnic Tables, Playground, Baseball / Softball Field, Basketball Court, Picnic Shelter, Drinking Fountain, Bike/Pedestrian Path, Picnic Area",documents/parkart/ParkArt_Unnamed 51st & Zuni Park.pdf,images/Parks/51stzunipark.jpg,Yes,2008-11-20 00:00:00,{00000000-0000-0000-0000-000000000000}
Bezoff,Bezoff (Ben) Park,624,Park,Neighborhood,5.33510907,Yes,1972,None,NE,5,3,Exposition Av & Fulton St,"134,303",600 S Fulton St,,Denver,CO,,39.70492007,-104.86966413,PK,"Picnic Tables, Playground, Basketball Court, Baseball / Softball Field, Benches, Bike/Pedestrian Path",documents/parkart/ParkArt_Bezoff (Ben) Park.pdf,images/Parks/bezoffpark.jpg,Yes,2008-12-12 00:00:00,{00000000-0000-0000-0000-000000000000}
Vanderbilt,Vanderbilt Park,835,Park,Community,24.43025337,Yes,1922,None,SW,7,4,Platte River Dr & Tennessee Av,"90,650",855 S Platte River Dr,,Denver,CO,,39.70049292,-104.99539285,PK,"Restroom, Bike/Pedestrian Path, Baseball / Softball Field, Bleachers, Lake, Natural Areas, Benches, Picnic Tables",documents/parkart/ParkArt_Vanderbilt Park.pdf,images/Parks/vanderbiltpark.jpg,No,2014-10-09 00:00:00,{00000000-0000-0000-0000-000000000000}
Goldsmith Gulch (North Middle),Goldsmith Gulch North Middle,610,Open Space,Special Use,4.47173717,Not Eligible,1967,None,E,4,3,Goldsmith Gulch I-225 To Quincy St,"357,000",8100 E Quincy Ave,,Denver,CO,,39.63776456,-104.89371892,,"Open Space, Natural Areas, Prairie Dog Habitat",documents/parkart/ParkArt_Goldsmith Gulch North Middle.pdf,images/Parks/no_imagerec.gif,Yes,2009-07-17 00:00:00,{00000000-0000-0000-0000-000000000000}
Stanford & Balsam,Unnamed Stanford & Balsam Park,181,Open Space,Open Space,10.18931031,No,,None,SW,2,4,Stanford Av & Balsam Way,,8600 W Stanford Ave,,Denver,CO,,39.63477549,-105.0921383,PK,"Playground, Bike/Pedestrian Path, Benches, Natural Areas",documents/parkart/ParkArt_Unnamed Stanford & Balsam Park.pdf,images/Parks/southwestautopark.jpg,Yes,2009-08-31 00:00:00,{00000000-0000-0000-0000-000000000000}
Quebec & Wesley,Unnamed Quebec & Wesley Park,619,Park,Pocket,0.58050123,Not Eligible,1974,None,E,4,3,Quebec St & Wesley Av,"351,567",7200 E Warren Dr,,Denver,CO,,39.67438389,-104.90406039,,Passive Open Space,documents/parkart/ParkArt_Quebec & Wesley.pdf,images/Parks/no_imagerec.gif,Yes,2009-08-19 00:00:00,{00000000-0000-0000-0000-000000000000}
Overland Municipal Golf Course,Overland Municipal Golf Course,GO1,Golf,Golf,139.13599144,Yes,,None,SW,7,4,Florida Av & Sante Fe Dr,"104,787",1801 S Huron St,,Denver,CO,,39.68527678,-104.99668453,,Unlisted,documents/parkart/OverlandGolfCourse.pdf,,Yes,2014-01-01 00:00:00,{00000000-0000-0000-0000-000000000000}
Alamo Placita,Alamo Placita Park,301,Park,Neighborhood,4.6281391,Yes,1912,None,E,10,3,3rd Av & Emerson St,"356,720",300 N Emerson St,,Denver,CO,,39.720944,-104.97582152,PK,"Benches, Drinking Fountain, Picnic Tables, Playground , Basketball Court, Flower Beds, Picnic Area",documents/parkart/ParkArt_Alamo Placita Park.pdf,images/Parks/alamoplacitapark.jpg,Yes,2009-01-21 00:00:00,{00000000-0000-0000-0000-000000000000}
City Park,City Park,201,Park,Regional,314.4337855,Yes,1881,2001,E,8,2,17th Av & York St,,1700 N York St,,Denver,CO,,39.74745784,-104.95018343,PK,"Benches, Drinking Fountain, Picnic Tables, Playground, Flower Beds, Walking/Jogging Path, Interactive Fountain, Lake, Baseball / Softball Field, Handball Court, Soccer Field, Football Field, Tennis Court, Horseshoe Pits, Museum, Zoo, Picnic Area",documents/parkart/ParkArt_City Park.pdf,images/Parks/citypark.jpg,Yes,2009-02-04 00:00:00,{00000000-0000-0000-0000-000000000000}
Franco,Franco (Bernabe Indio) Park,22,Park,Pocket,0.57943817,Yes,1969,None,NW,9,1,37th Av & Lipan St,"356,962",3700 N Lipan St,,Denver,CO,,39.76841421,-105.00145374,PK,"Picnic Tables, Playground, Basketball Court",documents/parkart/ParkArt_Franco (Bernabe Indio) Park.pdf,images/Parks/francopark.jpg,Yes,2009-03-11 00:00:00,{00000000-0000-0000-0000-000000000000}
Russell Square,Russell Square Park,206,Park,Neighborhood,2.27831056,Yes,1912,None,NW,8,2,36th Av & Vine St,,3600 N Vine St,,Denver,CO,,39.76755108,-104.9615834,PK,"Drinking Fountain, Benches, Picnic Tables, Playground, Horseshoe Pits",documents/parkart/ParkArt_Russell Square Park.pdf,images/Parks/russellsquarepark.jpg,Yes,2009-02-04 00:00:00,{00000000-0000-0000-0000-000000000000}
City of Nairobi,City of Nairobi Park,217,Park,Neighborhood,2.26966763,Yes,1911,None,NW,8,2,35th Av & Cook St,"356,804",3500 N Cook St,,Denver,CO,,39.76634466,-104.94685413,PK,"Benches, Picnic Tables, Playground, Drinking Fountain, Baseball / Softball Field",documents/parkart/ParkArt_City of Nairobi Park.pdf,images/Parks/nairobipark.jpg,Yes,2009-02-04 00:00:00,{00000000-0000-0000-0000-000000000000}
Skyland,Skyland Park,429,Park,Neighborhood,8.11837096,Yes,1956,None,NE,11,2,33rd Av & Holly St,"158,754",3334 N Holly St,,Denver,CO,,39.76471342,-104.92112076,PK,"Recreation Center, Benches, Playground, Basketball Court, Football Field, Baseball / Softball Field, Tennis Court, Bike/Pedestrian Path",documents/parkart/ParkArt_Skyland Park.pdf,images/Parks/skylandpark.jpg,Yes,2008-11-25 00:00:00,{00000000-0000-0000-0000-000000000000}
City of Axum,City of Axum Park,417,Park,Neighborhood,5.08985886,Yes,1908,2008,NE,8,2,32nd Av & Cherry St,"15,562",3200 N Birch St,,Denver,CO,,39.76323046,-104.93498828,PK,"Drinking Fountain, Picnic Tables, Picnic Shelter, Playground, Restroom, Basketball Court, Benches, Walking/Jogging Path, Picnic Area",documents/parkart/ParkArt_City of Axum Park.pdf,images/Parks/axumpark.jpg,Yes,2008-11-25 00:00:00,{00000000-0000-0000-0000-000000000000}
Pferdesteller,Pferdesteller Park,17,Park,Neighborhood,3.01263175,Yes,1948,None,NW,1,1,33rd Av & Yates St,"271,639",4815 W Moncrieff Pl,,Denver,CO,,39.76345709,-105.04973106,PK,"Drinking Fountain, Benches, Picnic Tables, Playground, Restroom, Basketball Court, Soccer Field, Picnic Area",documents/parkart/ParkArt_Pferdesteller Park.pdf,images/Parks/pferdestellerpark.jpg,Yes,2009-02-26 00:00:00,{00000000-0000-0000-0000-000000000000}
Hirshorn,Hirshorn Park,14,Park,Neighborhood,2.16181174,Yes,1946,None,NW,9,1,16th St & Tejon St,"45,051",3000 N Tejon St,,Denver,CO,,39.76036934,-105.01055019,PK,"Benches, Picnic Tables, Drinking Fountain, Playground, Baseball / Softball Field, Bleachers, Basketball Court",documents/parkart/ParkArt_Hirshorn Park.pdf,images/Parks/hirshornpark.jpg,Yes,2009-03-24 00:00:00,{00000000-0000-0000-0000-000000000000}
Rude,Rude Park,24,Park,Neighborhood,10.43748011,Yes,1912,None,NW,9,1,13th Av & Decatur St,"69,561",2855 W Holden Pl,,Denver,CO,,39.73661795,-105.02330353,PK,"Recreation Center, Drinking Fountain, Restroom, Football Field, Baseball / Softball Field, Picnic Tables, Bleachers, Bike/Pedestrian Path, Lakewood Gulch Trail",documents/parkart/ParkArt_Rude Park.pdf,images/Parks/rudepark.jpg,No,2009-02-09 00:00:00,{00000000-0000-0000-0000-000000000000}
Highland Gateway,Highland Gateway Park,46,Park,Pocket,0.88611137,No,1994,None,NW,9,1,32nd Av & Pecos St,"45,317",2533 19th St,,Denver,CO,,39.76185988,-105.00620155,PK,"Picnic Tables, Playground, Basketball Court, Benches",documents/parkart/ParkArt_Highland Gateway Park.pdf,images/Parks/highlandgatewaypark.jpg,No,2009-03-11 00:00:00,{00000000-0000-0000-0000-000000000000}
McClain,McClain (Thomas Ernest) Park,463,Park,Pocket,0.32564874,Yes,1983,None,NE,11,2,Martin Luther King Jr Blvd & Quebec St,,3099 N Quebec St,,Denver,CO,,39.76121983,-104.90380174,,"Bike/Pedestrian Path, Picnic Tables",documents/parkart/ParkArt_McClain (Thomas Ernest) Park.pdf,images/Parks/no_imagerec.gif,Yes,2009-02-26 00:00:00,{00000000-0000-0000-0000-000000000000}
Fishback,Fishback Park,905,Park,Neighborhood,2.17374784,Yes - 2013 January,1976,1997,NW,1,1,Platte St & Water St,"54,110",818 Water St,,Denver,CO,,39.7529123,-105.01190138,PK,"Drinking Fountain, Picnic Shelter, Picnic Tables, Bike/Pedestrian Path, South Platte River Trail, Natural Areas, Benches",documents/parkart/ParkArt_Fishback Park.pdf,images/Parks/fishbacklandingpark.jpg,Yes,2009-09-29 00:00:00,{00000000-0000-0000-0000-000000000000}
Viking,Viking Park,20,Park,Neighborhood,5.75057623,Yes,1980,None,NW,1,1,29th Av & Speer Blvd,,2801 W 29th Ave,,Denver,CO,,39.75907453,-105.02392498,PK,"Benches, Flower Beds, Bike/Pedestrian Path, Passive Open Space",documents/parkart/ParkArt_Viking Park.pdf,images/Parks/vikingpark.jpg,Yes,2008-11-20 00:00:00,{00000000-0000-0000-0000-000000000000}
Civic Center,Civic Center Park,213,Park,Regional,10.61493022,Yes,1911,2005,NW,10,6,Broadway & Colfax Av,"176,314",101 W 14th Avenue Pkwy,,Denver,CO,,39.73916027,-104.98889148,PK,"Memorial, Greek Amphitheater, Benches, Drinking Fountain, Fountain, Flower Beds, Public Art",documents/parkart/ParkArt_Civic Center Park.pdf,images/Parks/civiccenterpark.jpg,No,2013-11-27 00:00:00,{00000000-0000-0000-0000-000000000000}
Crestmoor,Crestmoor Park,403,Park,Community,37.25867901,Yes,1946,None,E,5,3,1st Av & Monaco St,"133,214",99 S Monaco Street Pkwy,,Denver,CO,,39.71536394,-104.91534994,PK,"Benches, Drinking Fountain, Picnic Tables, Playground, Restroom, Bike/Pedestrian Path, Soccer Field, Baseball / Softball Field, Tennis Court, Picnic Area",documents/parkart/ParkArt_Crestmoor Park.pdf,images/Parks/crestmoorpark.jpg,Yes,2008-12-02 00:00:00,{00000000-0000-0000-0000-000000000000}
Manley,Manley (James N) Park,337,Park,Pocket,1.43407061,Yes,1974,None,E,10,3,4th Av & Josephine St,"84,676",400 N Josephine St,,Denver,CO,,39.72295205,-104.95769628,PK,"Benches, Drinking Fountain, Picnic Tables, Playground, Bike/Pedestrian Path",documents/parkart/ParkArt_Manley (James N) Park.pdf,images/Parks/manleypark.jpg,Yes,2013-11-27 00:00:00,{00000000-0000-0000-0000-000000000000}
Daniels,Daniels Park,M14,Park,Mountain,984.91291085,Yes,,2008,MP,None,None,,,8615 North Daniels Park Road,,Sedalia,CO,80135,39.4832745,-104.92851438,MP,"Historic Picnic Shelter, Picnic Area, Tables, Grills, Restroom, Bison Preserve, Historic Ranch, Views",,images/Parks/danielspark.jpg,Yes,2010-07-16 00:00:00,{00000000-0000-0000-0000-000000000000}
Veterans,Veterans Park,720,Park,Community,16.22555745,Yes - 2014 May,1921,2007,SW,6,3,Iowa Av & Vine St,,2100 E Iowa Ave,,Denver,CO,,39.68641707,-104.96255846,PK,"Drinking Fountain, Restroom, Soccer Field, Baseball / Softball Field, Bike/Pedestrian Path",documents/parkart/ParkArt_Veterans Park.pdf,images/Parks/veteranspark.jpg,No,2014-03-25 00:00:00,{00000000-0000-0000-0000-000000000000}
Crescent,Crescent Park,L25,Park,Neighborhood,7.15768763,Yes - 2014 May,2007,None,NE,5,3,8th Av & Roslyn,"167,217",782 N Roslyn St,,Denver,CO,,39.72924485,-104.89857614,PK,"Benches, Drinking Fountain, Picnic Tables, Picnic Shelter, Playground, Natural Areas, Bike/Pedestrian Path, Picnic Area",documents/parkart/ParkArt_Crescent Park.pdf,images/Parks/crescentpark.jpg,Yes,2009-05-19 00:00:00,{00000000-0000-0000-0000-000000000000}
Johnson-Habitat,Johnson-Habitat Park,910,Open Space,Open Space,7.68334618,No,1976,None,SW,7,4,Exposition Av & Jason St,"368,258",610 S Jason St,,Denver,CO,,39.70571348,-104.99831173,PK,"Drinking Fountain, Bike/Pedestrian Path, South Platte River Trail, Natural Areas",documents/parkart/ParkArt_Habitat Park.pdf,images/Parks/habitatpark.jpg,No,2014-10-09 00:00:00,{00000000-0000-0000-0000-000000000000}
First Creek Trail,First Creek - Dunkirk to Tower,573,Future,Undeveloped,2.82797448,Not Eligible,Future,,NE,11,5,First Creek - Dunkirk to Tower,,,,Denver,CO,,39.79259995,-104.76510628,,"Future Bike/Pedestrian Path, First Creek Trail, Open Space, Natural Areas",,,Yes,2013-11-21 00:00:00,{00000000-0000-0000-0000-000000000000}
Skatepark,Denver Skate Park,924,Park,Regional,1.9147636,Yes - 1993,1993,1999,NW,9,6,19th St & Little Raven St,"166,452",2205 19th St,,Denver,CO,,39.75958816,-105.00272545,PK,"Benches, Skate Park, Picnic Shelter, Picnic Tables, Drinking Fountain",documents/parkart/ParkArt_Denver Skate Park.pdf,images/Parks/skatepark.jpg,No,2009-03-11 00:00:00,{00000000-0000-0000-0000-000000000000}
Fuller,Fuller Park,205,Park,Neighborhood,5.85151998,Yes,1879,None,NW,8,2,28th Av & Franklin St,"41,510",2801 N Williams St,,Denver,CO,,39.75756124,-104.96717373,PK,"Dog Park, Picnic Tables, Picnic Shelter, Playground, Basketball Court, Benches, Drinking Fountain, Picnic Area",documents/parkart/ParkArt_Fuller Park.pdf,images/Parks/fullerpark.jpg,Yes,2009-02-04 00:00:00,{00000000-0000-0000-0000-000000000000}
Highland Senior Center ,Highland Senior Center Park,34,Park,Neighborhood,1.86246519,No,1977,None,NW,1,1,29th Av & Osceola St,"263,325",2880 N Osceola St,,Denver,CO,,39.7581827,-105.03718529,PK,"Recreation / Senior Center, Playground, Picnic Shelter, Picnic Tables, Horseshoe Pits",documents/parkart/ParkArt_Highland Senior Center Park.pdf,images/Parks/highlandpark.jpg,Yes,2008-11-20 00:00:00,{00000000-0000-0000-0000-000000000000}
Hentzell,Hentzell (Paul A) Park,603,Open Space,Open Space,59.24939952,Yes,1975,None,E,4,3,Yale Av & Geneva St,"147,238",10300 E Yale Ave,,Denver,CO,,39.66301285,-104.87249313,PK,"Bike/Pedestrian Path, Cherry Creek Trail, Open Space, Natural Areas",documents/parkart/ParkArt_Hentzell (Paul A) Park.pdf,images/Parks/hentzellpark.jpg,No,2009-06-12 00:00:00,{00000000-0000-0000-0000-000000000000}
